#Namesfasta/SE015.fa	fasta/SE010.fa	fasta/SE009.fa	fasta/SE013.fa	fasta/SE005.fa	fasta/SE004.fa	fasta/SE008.fa	fasta/SE012.fa	fasta/SE002.fa	fasta/SE011.fa	fasta/SE014.fa	fasta/SE001.fa	fasta/SE006.fa	fasta/SE007.fa	fasta/SE003.fa
fasta/SE015.fa	0	0.746722	0.0386318	0.0389552	0.0759231	0.134135	0.041099	0.0815105	0.0762437	0.042959	0.0312	0.0325293	0.0426223	0.0517601	0.0345643
fasta/SE010.fa	0.746722	0	0.0377032	0.0380495	0.0740959	0.13032	0.0401608	0.0795093	0.0744035	0.0419547	0.0306959	0.0319825	0.0416915	0.0506028	0.0338496
fasta/SE009.fa	0.0386318	0.0377032	0	0.925369	0.0582058	0.0503023	0.197781	0.0622825	0.0583365	0.208975	0.113109	0.119717	0.291076	0.0405148	0.0401569
fasta/SE013.fa	0.0389552	0.0380495	0.925369	0	0.0587018	0.0508007	0.200629	0.0628477	0.0589206	0.211938	0.114348	0.120994	0.295794	0.0408951	0.0405652
fasta/SE005.fa	0.0759231	0.0740959	0.0582058	0.0587018	0	0.105529	0.0628152	0.144063	0.132486	0.065333	0.046093	0.0483978	0.0648058	0.107722	0.051461
fasta/SE004.fa	0.134135	0.13032	0.0503023	0.0508007	0.105529	0	0.0541565	0.113958	0.10568	0.0563238	0.0401618	0.0420245	0.0556504	0.0698276	0.044791
fasta/SE008.fa	0.041099	0.0401608	0.197781	0.200629	0.0628152	0.0541565	0	0.0673922	0.0630099	0.41345	0.12452	0.13181	0.231528	0.0434574	0.0429882
fasta/SE012.fa	0.0815105	0.0795093	0.0622825	0.0628477	0.144063	0.113958	0.0673922	0	0.71418	0.0700326	0.0491207	0.0515396	0.0693505	0.0916928	0.0548661
fasta/SE002.fa	0.0762437	0.0744035	0.0583365	0.0589206	0.132486	0.10568	0.0630099	0.71418	0	0.0654914	0.0462096	0.0486106	0.0649754	0.0855572	0.0516196
fasta/SE011.fa	0.042959	0.0419547	0.208975	0.211938	0.065333	0.0563238	0.41345	0.0700326	0.0654914	0	0.130184	0.138063	0.245609	0.0452337	0.044451
fasta/SE014.fa	0.0312	0.0306959	0.113109	0.114348	0.046093	0.0401618	0.12452	0.0491207	0.0462096	0.130184	0	0.400213	0.12909	0.0330992	0.0323649
fasta/SE001.fa	0.0325293	0.0319825	0.119717	0.120994	0.0483978	0.0420245	0.13181	0.0515396	0.0486106	0.138063	0.400213	0	0.136887	0.0344528	0.0337162
fasta/SE006.fa	0.0426223	0.0416915	0.291076	0.295794	0.0648058	0.0556504	0.231528	0.0693505	0.0649754	0.245609	0.12909	0.136887	0	0.0446613	0.0440889
fasta/SE007.fa	0.0517601	0.0506028	0.0405148	0.0408951	0.107722	0.0698276	0.0434574	0.0916928	0.0855572	0.0452337	0.0330992	0.0344528	0.0446613	0	0.0366967
fasta/SE003.fa	0.0345643	0.0338496	0.0401569	0.0405652	0.051461	0.044791	0.0429882	0.0548661	0.0516196	0.044451	0.0323649	0.0337162	0.0440889	0.0366967	0
